Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,
3,26,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,AIQ,GEN,"34,500","1,07,000",0,0,967,
3,27,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"57,600","1,26,927",0,0,2800,
3,28,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,2800,
3,31,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"57,600","1,26,927",0,0,2800,
3,32,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993,
3,33,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,2800,
3,34,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,2250,
3,35,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1550,
3,36,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,2844,
3,37,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"61,600",111780,2,"40,00,000",1609,
3,38,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1626,
3,39,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1626,
3,41,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"30,000",100800,1,"40,00,000",1557,
3,42,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,GEN,"41,000","1,20,965",0,0,1626,
3,43,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,44,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"41,000","1,20,965",0,0,1550,
3,45,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"41,000","1,20,965",0,0,1626,
3,46,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,GEN,"41,000","1,20,965",0,0,1626,
3,48,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"41,000","1,20,965",0,0,1550,
3,49,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1626,
3,51,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,2250,
3,52,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,53,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"57,600","1,26,927",0,0,877,
3,54,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,GEN,"69,470",57876,1,"50,00,000",3025,
3,55,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702,
3,56,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,2250,
3,57,Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993,
3,58,Kerala,"Govt Med Coll, Kozhikode",PAEDIATRICS,AIQ,GEN,"69,470",57876,1,"50,00,000",3025,
3,59,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993,
3,60,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",GENERAL MEDICINE,AIQ,GEN,"11,000",82000,0,0,Info Not Available,
3,62,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL SURGERY,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285,
3,64,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,2800,
3,65,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"72,000",111780,1,2000000,1498,
3,66,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,EWS,"41,000","1,20,965",0,0,1626,
3,68,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1550,
3,69,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,GEN,"69,470",57876,1,"50,00,000",3025,
3,71,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,2800,
3,72,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,73,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285,
3,74,Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993,
3,76,Delhi,"MAMC, Delhi",GENERAL SURGERY,AIQ,GEN,"57,600","1,26,927",0,0,2800,
3,77,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,OBC,"41,000","1,20,965",0,0,1626,
3,78,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,2800,
3,80,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,1462,
3,81,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,2800,
3,82,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"57,600","1,26,927",0,0,1000,
3,83,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,84,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,2844,
3,85,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,86,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"72,000",111780,1,2000000,1498,
3,87,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,2800,
3,88,Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993,
3,89,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,90,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,1462,
3,91,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,92,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,2800,
3,93,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,94,Tamil Nadu,"Stanley Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"50,000","52,451",2,"40,00,000",1661,
3,95,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,96,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,1462,
3,97,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285,
3,98,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,AIQ,GEN,"57,600","1,26,927",0,0,877,
3,99,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,877,
3,100,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1550,
3,101,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"57,600","1,26,927",0,0,714,
3,102,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,AIQ,GEN,"48,226","1,00,706",0,0,1165,
3,103,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,2800,
3,104,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"41,000","1,20,965",0,0,1626,
3,106,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,1462,
3,107,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"61,600",111780,2,"40,00,000",1609,
3,108,Delhi,"VMMC, Delhi",DERMATOLOGY,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,109,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,125000,92000,0,0,675,
3,110,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285,
3,111,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,2800,
3,112,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,877,
3,113,Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993,
3,114,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"72,000",111780,1,2000000,1498,
3,115,Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1050,
3,117,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"72,000",111780,1,2000000,1498,
3,118,Gujarat,"BJMC, Ahmedabad",OBG,AIQ,GEN,"30,000",100800,1,"40,00,000",1557,
3,119,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,AIQ,GEN,"34,500","1,07,000",0,0,967,
3,120,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,OBC,"50,000","52,451",2,"40,00,000",7285,
3,121,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"57,600","1,26,927",0,0,2800,
3,122,Delhi,"MAMC, Delhi",PAEDIATRICS,AIQ,GEN,"57,600","1,26,927",0,0,2800,
3,123,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,AIQ,GEN,"1,25,000","67,968",1,"10,00,000",1130,
3,124,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"30,000",100800,1,"40,00,000",1557,
3,125,Maharashtra,"Grant Med Coll, Mumbai",GENERAL SURGERY,AIQ,GEN,"1,43,300",92522,1,5000000,2844,
3,126,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,2800,
3,127,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,2250,
3,131,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,877,
3,132,Delhi,"UCMS, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,1000,
3,133,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,134,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,2844,
3,135,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"61,600",111780,2,"40,00,000",1609,
3,137,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,AIQ,GEN,"12,000",49884,3,"30,00,000",2300,
3,138,Maharashtra,"Tata Memorial, Mumbai",NUCLEAR MEDICINE,AIQ,GEN,"1,05,500",100800,1,"25,00,000",614,
3,139,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,EWS,"41,000","1,20,965",0,0,1550,
3,140,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,142,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,877,
3,143,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"37,500",108672,2,"40,00,000",Info Not Available,
3,144,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,AIQ,GEN,"12,000",49884,3,"30,00,000",2300,
3,145,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL SURGERY,AIQ,GEN,"41,000","1,20,965",0,0,1626,
3,146,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"30,000",100800,1,"40,00,000",1557,
3,147,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,AIQ,OBC,"69,470",57876,1,"50,00,000",3025,
3,148,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,GEN,"69,470",57876,1,"50,00,000",3025,
3,149,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,AIQ,GEN,"69,470",57876,1,"50,00,000",2126,
3,150,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,92000,0,0,675,
3,151,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993,
3,153,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"57,600","1,26,927",0,0,2800,
3,154,Gujarat,"BJMC, Ahmedabad",GENERAL SURGERY,AIQ,GEN,"30,000",100800,1,"40,00,000",1557,
3,155,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,156,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993,
3,158,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702,
3,159,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,1462,
3,160,Tamil Nadu,Tirunelveli Med Coll,GENERAL MEDICINE,AIQ,GEN,"50,000","52,451",2,"40,00,000",1737,
3,161,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1550,
3,162,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",RADIO DIAGNOSIS,AIQ,GEN,"11,000",82000,0,0,Info Not Available,
3,163,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,877,
3,164,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,714,
3,165,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,1000,
3,166,Delhi,"UCMS, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,1000,
3,167,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,OBC,"41,000","1,20,965",0,0,1626,
3,168,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702,
3,169,Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,877,
3,170,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,877,
3,172,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"72,000",111780,1,2000000,1498,
3,173,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,OBC,"41,000","1,20,965",0,0,1626,
3,175,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1050,
3,176,Telangana,"Osmania Med Coll, Hyderabad",OBG,AIQ,GEN,"25,000",58289,1,2000000,4800,
3,177,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,AIQ,GEN,"1,25,000","67,968",1,"10,00,000",1130,
178,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,GEN,"₹48,226*","1,00,706",0,0,1165,,
3,179,Maharashtra,"Seth GS, Mumbai",ORTHOPAEDICS,AIQ,GEN,"1,43,300",92522,1,5000000,2250,
3,180,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1550,
3,181,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1626,
3,183,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,OBC,"1,43,300",92522,1,5000000,2250,
3,184,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,877,
3,186,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,1000,
3,187,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,EWS,"41,000","1,20,965",0,0,1550,
3,188,Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,190,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,AIQ,GEN,"69,470",57876,1,"50,00,000",2126,
3,191,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,92000,0,0,675,
3,192,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993,
3,193,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,1462,
3,194,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,EWS,"57,600","1,26,927",0,0,877,
3,195,Maharashtra,"Grant Med Coll, Mumbai",GENERAL SURGERY,AIQ,GEN,"1,43,300",92522,1,5000000,2844,
3,196,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285,
3,199,West Bengal,"IPGMER, Kolkata",GENERAL MEDICINE,AIQ,GEN,"12,000",49884,3,"30,00,000",2300,
3,200,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,EWS,"57,600","1,26,927",0,0,2800,
3,201,West Bengal,"IPGMER, Kolkata",GENERAL MEDICINE,AIQ,GEN,"12,000",49884,3,"30,00,000",2300,
3,205,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,EWS,"41,000","1,20,965",0,0,1626,
3,206,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702,
3,207,Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,208,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"30,000",100800,1,"40,00,000",1557,
3,209,Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,AIQ,GEN,"25,000",58289,1,2000000,1200,
3,212,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"57,600","1,26,927",0,0,877,
3,213,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,AIQ,OBC,"34,500","1,07,000",0,0,967,
3,214,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"41,000","1,20,965",0,0,1626,
3,216,Chandigarh,"GMC, Chandigarh",GENERAL MEDICINE,AIQ,GEN,"34,500","1,07,000",0,0,967,
3,217,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1626,
3,218,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,EWS,"57,600","1,26,927",0,0,2800,
3,220,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,877,
3,221,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,125000,92000,0,0,675,
3,225,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,AIQ,GEN,"1,25,000","1,00,980",0,0,2080,
3,226,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,OBC,"50,000","52,451",2,"40,00,000",7285,
3,227,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,OBC,"57,600","1,26,927",0,0,2800,
3,228,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,AIQ,OBC,"48,226","1,00,706",0,0,1165,
3,230,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,EWS,"1,43,300",92522,1,5000000,2250,
3,231,Maharashtra,"Tata Memorial, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,05,500",100800,1,"25,00,000",614,
3,232,Himachal Pradesh,"IGMC, Shimla",RADIO DIAGNOSIS,AIQ,GEN,"39,000","40,000",3,"40,00,000",1031,
3,235,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,GEN,"48,226","1,00,706",0,0,1165,
3,236,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,OBC,"41,000","1,20,965",0,0,1550,
3,238,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,GEN,"30,000",100800,1,"40,00,000",1557,
3,240,Maharashtra,"Tata Memorial, Mumbai",NUCLEAR MEDICINE,AIQ,GEN,"1,05,500",100800,1,"25,00,000",614,
3,242,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,1462,
3,243,Delhi,"UCMS, Delhi",DERMATOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,1000,
3,244,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,AIQ,OBC,"2,11,600","80,904",1,"40,00,000",1257,
3,245,Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,877,
3,246,Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,1866,
3,247,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,OBC,"50,000","52,451",2,"40,00,000",7285,
3,248,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,AIQ,EWS,"57,600","1,26,927",0,0,877,
249,Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"₹54,700*",109955,2,"40,00,000",4500,,
3,251,Rajasthan,"RNT, Udaipur",RADIO DIAGNOSIS,AIQ,GEN,"12,812","82,800",2,"25,00,000",2206,
3,252,West Bengal,"IPGMER, Kolkata",GENERAL MEDICINE,AIQ,OBC,"12,000",49884,3,"30,00,000",2300,
3,253,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"41,000","1,20,965",0,0,1626,
3,254,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",RADIO DIAGNOSIS,AIQ,GEN,"11,000",82000,0,0,Info Not Available,
3,256,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,AIQ,OBC,"34,500","1,07,000",0,0,967,
3,258,Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,GEN,"41,000","1,20,965",0,0,1550,
3,259,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,AIQ,GEN,"69,470",57876,1,"50,00,000",2126,
3,260,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,GEN,"48,226","1,00,706",0,0,1165,
